t,u,y
36.12000000,2.89896154,597.85717773
36.14000000,2.89896154,597.85717773
36.16000000,2.89896154,597.85717773
36.18000000,2.89896154,597.85717773
36.20000000,2.89896154,604.28576660
36.22000000,2.89896154,597.85717773
36.24000000,2.89896154,597.85717773
36.26000000,2.89896154,604.28576660
36.28000000,2.89896154,597.85717773
36.30000000,2.89896154,604.28576660
36.32000000,2.07637906,597.85717773
36.34000000,2.07637906,597.85717773
36.36000000,2.07637906,585.00006104
36.38000000,2.07637906,585.00006104
36.40000000,2.07637906,565.71429443
36.42000000,2.07637906,572.14288330
36.44000000,2.07637906,559.28576660
36.46000000,2.07637906,565.71429443
36.48000000,2.07637906,559.28576660
36.50000000,2.07637906,552.85717773
36.52000000,2.07637906,552.85717773
36.54000000,2.07637906,552.85717773
36.56000000,2.07637906,552.85717773
36.58000000,2.07637906,552.85717773
36.60000000,2.07637906,552.85717773
36.62000000,2.07637906,552.85717773
36.64000000,2.89896154,552.85717773
36.66000000,2.89896154,559.28576660
36.68000000,2.89896154,572.14288330
36.70000000,2.89896154,578.57147217
36.72000000,2.89896154,591.42864990
36.74000000,2.89896154,591.42864990
36.76000000,2.89896154,597.85717773
36.78000000,2.89896154,597.85717773
36.80000000,2.89896154,604.28576660
36.82000000,2.89896154,604.28576660
36.84000000,2.89896154,604.28576660
36.86000000,2.89896154,604.28576660
36.88000000,2.89896154,604.28576660
36.90000000,2.89896154,604.28576660
36.92000000,2.89896154,604.28576660
36.94000000,2.89896154,604.28576660
36.96000000,2.89896154,597.85717773
36.98000000,2.89896154,597.85717773
37.00000000,2.89896154,597.85717773
37.02000000,2.89896154,597.85717773
37.04000000,2.89896154,604.28576660
37.06000000,2.89896154,597.85717773
37.08000000,2.89896154,604.28576660
37.10000000,2.89896154,597.85717773
37.12000000,2.07637906,604.28576660
37.14000000,2.07637906,597.85717773
37.16000000,2.07637906,591.42864990
37.18000000,2.07637906,578.57147217
37.20000000,2.07637906,578.57147217
37.22000000,2.07637906,565.71429443
37.24000000,2.07637906,565.71429443
37.26000000,2.07637906,559.28576660
37.28000000,2.89896154,559.28576660
37.30000000,2.89896154,565.71429443
37.32000000,2.89896154,572.14288330
37.34000000,2.89896154,585.00006104
37.36000000,2.89896154,591.42864990
37.38000000,2.89896154,597.85717773
37.40000000,2.89896154,604.28576660
37.42000000,2.89896154,597.85717773
37.44000000,2.89896154,604.28576660
37.46000000,2.89896154,604.28576660
37.48000000,2.89896154,604.28576660
37.50000000,2.89896154,604.28576660
37.52000000,2.89896154,604.28576660
37.54000000,2.89896154,597.85717773
37.56000000,2.89896154,597.85717773
37.58000000,2.89896154,604.28576660
37.60000000,2.89896154,597.85717773
37.62000000,2.89896154,604.28576660
37.64000000,2.89896154,604.28576660
37.66000000,2.89896154,604.28576660
37.68000000,2.89896154,604.28576660
37.70000000,2.89896154,604.28576660
37.72000000,2.89896154,604.28576660
37.74000000,2.89896154,604.28576660
37.76000000,2.07637906,604.28576660
37.78000000,2.07637906,604.28576660
37.80000000,2.07637906,591.42864990
37.82000000,2.07637906,578.57147217
37.84000000,2.07637906,572.14288330
37.86000000,2.07637906,572.14288330
37.88000000,2.07637906,565.71429443
37.90000000,2.07637906,559.28576660
37.92000000,2.89896154,565.71429443
37.94000000,2.89896154,559.28576660
37.96000000,2.89896154,572.14288330
37.98000000,2.89896154,585.00006104
38.00000000,2.89896154,591.42864990
38.02000000,2.89896154,591.42864990
38.04000000,2.89896154,597.85717773
38.06000000,2.89896154,597.85717773
38.08000000,2.89896154,604.28576660
38.10000000,2.89896154,597.85717773
38.12000000,2.89896154,597.85717773
38.14000000,2.89896154,604.28576660
38.16000000,2.89896154,604.28576660
38.18000000,2.89896154,604.28576660
38.20000000,2.89896154,604.28576660
38.22000000,2.89896154,604.28576660
38.24000000,2.89896154,604.28576660
38.26000000,2.89896154,604.28576660
38.28000000,2.89896154,604.28576660
38.30000000,2.89896154,604.28576660
38.32000000,2.89896154,604.28576660
38.34000000,2.89896154,604.28576660
38.36000000,2.89896154,604.28576660
38.38000000,2.89896154,610.71435547
38.40000000,2.07637906,604.28576660
38.42000000,2.07637906,604.28576660
38.44000000,2.07637906,597.85717773
38.46000000,2.07637906,578.57147217
38.48000000,2.07637906,578.57147217
38.50000000,2.07637906,572.14288330
38.52000000,2.07637906,565.71429443
38.54000000,2.07637906,559.28576660
38.56000000,2.07637906,559.28576660
38.58000000,2.07637906,559.28576660
38.60000000,2.07637906,552.85717773
38.62000000,2.07637906,552.85717773
38.64000000,2.07637906,552.85717773
38.66000000,2.07637906,552.85717773
38.68000000,2.07637906,552.85717773
38.70000000,2.07637906,552.85717773
38.72000000,2.89896154,552.85717773
38.74000000,2.89896154,552.85717773
38.76000000,2.89896154,572.14288330
38.78000000,2.89896154,585.00006104
38.80000000,2.89896154,591.42864990
38.82000000,2.89896154,591.42864990
38.84000000,2.89896154,597.85717773
38.86000000,2.89896154,597.85717773
38.88000000,2.89896154,604.28576660
38.90000000,2.89896154,604.28576660
38.92000000,2.89896154,604.28576660
38.94000000,2.89896154,604.28576660
38.96000000,2.89896154,604.28576660
38.98000000,2.89896154,604.28576660
39.00000000,2.89896154,604.28576660
39.02000000,2.89896154,604.28576660
39.04000000,2.89896154,604.28576660
39.06000000,2.89896154,597.85717773
39.08000000,2.89896154,604.28576660
39.10000000,2.89896154,604.28576660
39.12000000,2.89896154,604.28576660
39.14000000,2.89896154,597.85717773
39.16000000,2.89896154,604.28576660
39.18000000,2.89896154,604.28576660
39.20000000,2.07637906,604.28576660
39.22000000,2.07637906,597.85717773
39.24000000,2.07637906,585.00006104
39.26000000,2.07637906,585.00006104
39.28000000,2.07637906,572.14288330
39.30000000,2.07637906,572.14288330
39.32000000,2.07637906,565.71429443
39.34000000,2.07637906,559.28576660
39.36000000,2.89896154,565.71429443
39.38000000,2.89896154,559.28576660
39.40000000,2.89896154,578.57147217
39.42000000,2.89896154,585.00006104
39.44000000,2.89896154,591.42864990
39.46000000,2.89896154,597.85717773
39.48000000,2.89896154,604.28576660
39.50000000,2.89896154,604.28576660
39.52000000,2.07637906,604.28576660
39.54000000,2.07637906,597.85717773
39.56000000,2.07637906,591.42864990
39.58000000,2.07637906,578.57147217
39.60000000,2.07637906,578.57147217
39.62000000,2.07637906,565.71429443
39.64000000,2.07637906,565.71429443
39.66000000,2.07637906,559.28576660
39.68000000,2.89896154,565.71429443
39.70000000,2.89896154,559.28576660
39.72000000,2.89896154,572.14288330
39.74000000,2.89896154,585.00006104
39.76000000,2.89896154,591.42864990
39.78000000,2.89896154,597.85717773
39.80000000,2.89896154,591.42864990
39.82000000,2.89896154,604.28576660
39.84000000,2.07637906,597.85717773
39.86000000,2.07637906,597.85717773
39.88000000,2.07637906,591.42864990
